id,type,verb,tense,sentence,answer,hint,options,translation
157_3,3,cocinar,pres,él ___ la cena.,cocina,,cocina|cocinara|cocinamos|cocinamos,그는 저녁을 [요리해요].
158_1,1,cocinar,fut,Mañana tú *cocinarás* pasta.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 파스타를 [요리할 거예요].
158_2,2,cocinar,fut,Mañana tú ___ pasta.,cocinarás,,,내일 너는 파스타를 [요리할 거예요].
158_3,3,cocinar,fut,Mañana tú ___ pasta.,cocinarás,,cocinas|cocinaremos|cocinarás|cocinaré,내일 너는 파스타를 [요리할 거예요].
159_1,1,bailar,pres,Ahora ellos *bailan*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
159_2,2,bailar,pres,Ahora ellos ___.,bailan,,,지금 그들은 [해요/있어요].
159_3,3,bailar,pres,Ahora ellos ___.,bailan,,baila|bailarán|baila|bailan,지금 그들은 [해요/있어요].
160_1,1,bailar,indef,Ayer tú *bailaste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
160_2,2,bailar,indef,Ayer tú ___.,bailaste,,,어제 너는 [했어요/있었어요].
160_3,3,bailar,indef,Ayer tú ___.,bailaste,,bailó|bailarías|bailaste|bailamos,어제 너는 [했어요/있었어요].
161_1,1,bailar,fut,Mañana tú *bailarás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
161_2,2,bailar,fut,Mañana tú ___.,bailarás,,,내일 너는 [할 거예요].
161_3,3,bailar,fut,Mañana tú ___.,bailarás,,bailarías|bailarán|bailarás|bailarán,내일 너는 [할 거예요].
162_1,1,correr,pres,Ahora nosotros *corremos*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 우리는 [해요/있어요].
162_2,2,correr,pres,Ahora nosotros ___.,corremos,,,지금 우리는 [해요/있어요].
162_3,3,correr,pres,Ahora nosotros ___.,corremos,,corremos|corro|correríamos|corro,지금 우리는 [해요/있어요].
163_1,1,correr,indef,Ayer ellos *corrieron*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 [했어요/있었어요].
163_2,2,correr,indef,Ayer ellos ___.,corrieron,,,어제 그들은 [했어요/있었어요].
163_3,3,correr,indef,Ayer ellos ___.,corrieron,,corrieron|corrió|corrió|corrieran,어제 그들은 [했어요/있었어요].
164_1,1,correr,fut,Mañana ellos *correrán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
164_2,2,correr,fut,Mañana ellos ___.,correrán,,,내일 그들은 [할 거예요].
164_3,3,correr,fut,Mañana ellos ___.,correrán,,correrán|correrás|corren|correrás,내일 그들은 [할 거예요].
165_1,1,romper,pres,Ahora ellos *rompen*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
165_2,2,romper,pres,Ahora ellos ___.,rompen,,,지금 그들은 [해요/있어요].
165_3,3,romper,pres,Ahora ellos ___.,rompen,,rompe|rompieran|rompo|rompen,지금 그들은 [해요/있어요].
166_1,1,romper,indef,Ayer nosotros *rompimos*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 [했어요/있었어요].
166_2,2,romper,indef,Ayer nosotros ___.,rompimos,,,어제 우리는 [했어요/있었어요].
166_3,3,romper,indef,Ayer nosotros ___.,rompimos,,rompíamos|rompimos|rompió|rompí,어제 우리는 [했어요/있었어요].
167_1,1,romper,fut,Mañana tú *romperás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
167_2,2,romper,fut,Mañana tú ___.,romperás,,,내일 너는 [할 거예요].
167_3,3,romper,fut,Mañana tú ___.,romperás,,romperías|romperás|romperá|romperé,내일 너는 [할 거예요].
168_1,1,nacer,pres,Ahora nosotros *nacemos*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 우리는 [해요/있어요].
168_2,2,nacer,pres,Ahora nosotros ___.,nacemos,,,지금 우리는 [해요/있어요].
168_3,3,nacer,pres,Ahora nosotros ___.,nacemos,,nazco|nacen|nacemos|nazcamos,지금 우리는 [해요/있어요].
169_1,1,nacer,indef,Ayer yo *nací*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 나는 [했어요/있었어요].
169_2,2,nacer,indef,Ayer yo ___.,nací,,,어제 나는 [했어요/있었어요].
169_3,3,nacer,indef,Ayer yo ___.,nací,,naciste|naciera|nacieron|nací,어제 나는 [했어요/있었어요].
170_1,1,nacer,fut,Mañana ellos *nacerán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
170_2,2,nacer,fut,Mañana ellos ___.,nacerán,,,내일 그들은 [할 거예요].
170_3,3,nacer,fut,Mañana ellos ___.,nacerán,,naceré|nacerían|nacerá|nacerán,내일 그들은 [할 거예요].
171_1,1,ganar,pres,Ahora yo *gano*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 나는 [해요/있어요].
171_2,2,ganar,pres,Ahora yo ___.,gano,,,지금 나는 [해요/있어요].
171_3,3,ganar,pres,Ahora yo ___.,gano,,gané|ganan|gano|gana,지금 나는 [해요/있어요].
172_1,1,ganar,indef,Ayer ellos *ganaron*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 [했어요/있었어요].
172_2,2,ganar,indef,Ayer ellos ___.,ganaron,,,어제 그들은 [했어요/있었어요].
172_3,3,ganar,indef,Ayer ellos ___.,ganaron,,ganan|ganó|ganaron|ganamos,어제 그들은 [했어요/있었어요].
173_1,1,ganar,fut,Mañana yo *ganaré*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 나는 [할 거예요].
173_2,2,ganar,fut,Mañana yo ___.,ganaré,,,내일 나는 [할 거예요].
173_3,3,ganar,fut,Mañana yo ___.,ganaré,,ganarán|ganara|ganaré|ganarán,내일 나는 [할 거예요].
174_1,1,cerrar,pres,tú *cierras* la puerta.,현재,,현재|단순과거|불완료과거|미래|현재완료,너는 문을 [닫아요].
174_2,2,cerrar,pres,tú ___ la puerta.,cierras,,,너는 문을 [닫아요].
174_3,3,cerrar,pres,tú ___ la puerta.,cierras,,cierro|cierras|cierran|cerraste,너는 문을 [닫아요].
175_1,1,cerrar,indef,Ayer nosotros *cerramos* la tienda.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 가게 문을 [닫았어요].
175_2,2,cerrar,indef,Ayer nosotros ___ la tienda.,cerramos,,,어제 우리는 가게 문을 [닫았어요].
175_3,3,cerrar,indef,Ayer nosotros ___ la tienda.,cerramos,,cerraríamos|cerré|cerré|cerramos,어제 우리는 가게 문을 [닫았어요].
176_1,1,perder,pres,Siempre tú *pierdes* las llaves.,현재,,현재|단순과거|불완료과거|미래|현재완료,항상 너는 열쇠를 [잃어버려요].
176_2,2,perder,pres,Siempre tú ___ las llaves.,pierdes,,,항상 너는 열쇠를 [잃어버려요].
176_3,3,perder,pres,Siempre tú ___ las llaves.,pierdes,,perdemos|perdiste|pierdes|pierde,항상 너는 열쇠를 [잃어버려요].
177_1,1,perder,indef,Ayer ellos *perdieron* el autobús.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 버스를 [놓쳤어요].
177_2,2,perder,indef,Ayer ellos ___ el autobús.,perdieron,,,어제 그들은 버스를 [놓쳤어요].
177_3,3,perder,indef,Ayer ellos ___ el autobús.,perdieron,,perdieron|han perdido|perdimos|perdí,어제 그들은 버스를 [놓쳤어요].
178_1,1,encontrar,pres,nosotros *encontramos* dinero.,현재,,현재|단순과거|불완료과거|미래|현재완료,우리는 돈을 [찾아요].
178_2,2,encontrar,pres,nosotros ___ dinero.,encontramos,,,우리는 돈을 [찾아요].
178_3,3,encontrar,pres,nosotros ___ dinero.,encontramos,,encuentras|encuentras|encontramos|hemos encontrado,우리는 돈을 [찾아요].
179_1,1,encontrar,indef,Ayer ellos *encontraron* un tesoro.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 보물을 [발견했어요].
179_2,2,encontrar,indef,Ayer ellos ___ un tesoro.,encontraron,,,어제 그들은 보물을 [발견했어요].
179_3,3,encontrar,indef,Ayer ellos ___ un tesoro.,encontraron,,encontramos|encontraron|encontró|encontrarían,어제 그들은 보물을 [발견했어요].
180_1,1,morir,indef,El año pasado el artista *murió*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,작년에 그 예술가가 [죽었어요/돌아가셨어요].
180_2,2,morir,indef,El año pasado el artista ___.,murió,,,작년에 그 예술가가 [죽었어요/돌아가셨어요].
180_3,3,morir,indef,El año pasado el artista ___.,murió,,muere|moriste|moriste|murió,작년에 그 예술가가 [죽었어요/돌아가셨어요].
181_1,1,seguir,pres,Ahora él *sigue*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그는 [해요/있어요].
181_2,2,seguir,pres,Ahora él ___.,sigue,,,지금 그는 [해요/있어요].
181_3,3,seguir,pres,Ahora él ___.,sigue,,siguen|siga|seguimos|sigue,지금 그는 [해요/있어요].
182_1,1,seguir,indef,Ayer él *siguió*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
182_2,2,seguir,indef,Ayer él ___.,siguió,,,어제 그는 [했어요/있었어요].
182_3,3,seguir,indef,Ayer él ___.,siguió,,siga|seguimos|siguió|seguiste,어제 그는 [했어요/있었어요].
183_1,1,seguir,fut,Mañana tú *seguirás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
183_2,2,seguir,fut,Mañana tú ___.,seguirás,,,내일 너는 [할 거예요].
183_3,3,seguir,fut,Mañana tú ___.,seguirás,,seguiré|seguirás|seguirán|sigues,내일 너는 [할 거예요].
184_1,1,reír,pres,Ahora yo *río*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 나는 [해요/있어요].
184_2,2,reír,pres,Ahora yo ___.,río,,,지금 나는 [해요/있어요].
184_3,3,reír,pres,Ahora yo ___.,río,,ríe|reiré|río|ríes,지금 나는 [해요/있어요].
185_1,1,reír,indef,Ayer nosotros *reímos*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 [했어요/있었어요].
185_2,2,reír,indef,Ayer nosotros ___.,reímos,,,어제 우리는 [했어요/있었어요].
185_3,3,reír,indef,Ayer nosotros ___.,reímos,,reímos|reiríamos|reiste|reiste,어제 우리는 [했어요/있었어요].
186_1,1,reír,fut,Mañana ellos *reirán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
186_2,2,reír,fut,Mañana ellos ___.,reirán,,,내일 그들은 [할 거예요].
186_3,3,reír,fut,Mañana ellos ___.,reirán,,reirán|han reído|reiré|reirá,내일 그들은 [할 거예요].
187_1,1,sentir,pres,Ahora tú *sientes*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
187_2,2,sentir,pres,Ahora tú ___.,sientes,,,지금 너는 [해요/있어요].
187_3,3,sentir,pres,Ahora tú ___.,sientes,,sienten|sentimos|sientes|sentirás,지금 너는 [해요/있어요].
188_1,1,sentir,indef,Ayer tú *sentiste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
188_2,2,sentir,indef,Ayer tú ___.,sentiste,,,어제 너는 [했어요/있었어요].
188_3,3,sentir,indef,Ayer tú ___.,sentiste,,sintió|sentías|sentí|sentiste,어제 너는 [했어요/있었어요].
189_1,1,sentir,fut,Mañana tú *sentirás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
189_2,2,sentir,fut,Mañana tú ___.,sentirás,,,내일 너는 [할 거예요].
189_3,3,sentir,fut,Mañana tú ___.,sentirás,,sentirás|sentiré|sentiré|sentiste,내일 너는 [할 거예요].
190_1,1,jugar,pres,él *juega* al fútbol.,현재,,현재|단순과거|불완료과거|미래|현재완료,그는 축구를 [해요].
190_2,2,jugar,pres,él ___ al fútbol.,juega,,,그는 축구를 [해요].
190_3,3,jugar,pres,él ___ al fútbol.,juega,,juegue|juegan|juegan|juega,그는 축구를 [해요].
191_1,1,jugar,indef,Ayer yo *jugué* videojuegos.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 나는 비디오 게임을 [했어요].
191_2,2,jugar,indef,Ayer yo ___ videojuegos.,jugué,,,어제 나는 비디오 게임을 [했어요].
191_3,3,jugar,indef,Ayer yo ___ videojuegos.,jugué,,jugaré|jugué|jugó|jugamos,어제 나는 비디오 게임을 [했어요].
192_1,1,volver,pres,nosotros *volvemos* a casa.,현재,,현재|단순과거|불완료과거|미래|현재완료,우리는 집에 [돌아가요].
192_2,2,volver,pres,nosotros ___ a casa.,volvemos,,,우리는 집에 [돌아가요].
192_3,3,volver,pres,nosotros ___ a casa.,volvemos,,vuelven|volvemos|vuelves|volvimos,우리는 집에 [돌아가요].
193_1,1,volver,fut,Pronto yo *volveré*.,미래,,현재|단순과거|불완료과거|미래|현재완료,곧 나는 [돌아올 거예요].
193_2,2,volver,fut,Pronto yo ___.,volveré,,,곧 나는 [돌아올 거예요].
193_3,3,volver,fut,Pronto yo ___.,volveré,,volverán|volveremos|volveré|vuelvo,곧 나는 [돌아올 거예요].
194_1,1,pensar,pres,tú *piensas* en ti.,현재,,현재|단순과거|불완료과거|미래|현재완료,너는 네 [생각을 해요].
194_2,2,pensar,pres,tú ___ en ti.,piensas,,,너는 네 [생각을 해요].
194_3,3,pensar,pres,tú ___ en ti.,piensas,,piensa|piensas|pensarás|piensa,너는 네 [생각을 해요].
195_1,1,pensar,imperf,Antes él *pensaba* diferente.,불완료과거,,현재|단순과거|불완료과거|미래|현재완료,예전에 그는 다르게 [생각하곤 했어요].
195_2,2,pensar,imperf,Antes él ___ diferente.,pensaba,,,예전에 그는 다르게 [생각하곤 했어요].
195_3,3,pensar,imperf,Antes él ___ diferente.,pensaba,,pensabas|pensaba|pensaba|pensará,예전에 그는 다르게 [생각하곤 했어요].
196_1,1,mirar,pres,Ahora ellos *miran*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
196_2,2,mirar,pres,Ahora ellos ___.,miran,,,지금 그들은 [해요/있어요].
196_3,3,mirar,pres,Ahora ellos ___.,miran,,miras|miraran|miran|miramos,지금 그들은 [해요/있어요].
197_1,1,mirar,indef,Ayer él *miró*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
197_2,2,mirar,indef,Ayer él ___.,miró,,,어제 그는 [했어요/있었어요].
197_3,3,mirar,indef,Ayer él ___.,miró,,miraron|miraron|mirará|miró,어제 그는 [했어요/있었어요].
198_1,1,mirar,fut,Mañana ellos *mirarán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
198_2,2,mirar,fut,Mañana ellos ___.,mirarán,,,내일 그들은 [할 거예요].
198_3,3,mirar,fut,Mañana ellos ___.,mirarán,,mirarán|miraron|mirarás|miraré,내일 그들은 [할 거예요].
199_1,1,abrir,pres,Ahora tú *abres*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
199_2,2,abrir,pres,Ahora tú ___.,abres,,,지금 너는 [해요/있어요].
199_3,3,abrir,pres,Ahora tú ___.,abres,,abrimos|abras|abre|abres,지금 너는 [해요/있어요].
200_1,1,abrir,indef,Ayer ellos *abrieron*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 [했어요/있었어요].
200_2,2,abrir,indef,Ayer ellos ___.,abrieron,,,어제 그들은 [했어요/있었어요].
200_3,3,abrir,indef,Ayer ellos ___.,abrieron,,abrieron|abrirán|abrimos|abrimos,어제 그들은 [했어요/있었어요].
201_1,1,abrir,fut,Mañana nosotros *abriremos*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 우리는 [할 거예요].
201_2,2,abrir,fut,Mañana nosotros ___.,abriremos,,,내일 우리는 [할 거예요].
201_3,3,abrir,fut,Mañana nosotros ___.,abriremos,,abriré|abrirán|abrimos|abriremos,내일 우리는 [할 거예요].
202_1,1,tocar,pres,Ahora nosotros *tocamos*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 우리는 [해요/있어요].
202_2,2,tocar,pres,Ahora nosotros ___.,tocamos,,,지금 우리는 [해요/있어요].
202_3,3,tocar,pres,Ahora nosotros ___.,tocamos,,hemos tocado|tocamos|toco|toco,지금 우리는 [해요/있어요].
203_1,1,tocar,indef,Ayer él *tocó*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
203_2,2,tocar,indef,Ayer él ___.,tocó,,,어제 그는 [했어요/있었어요].
203_3,3,tocar,indef,Ayer él ___.,tocó,,toca|tocaste|tocó|tocaste,어제 그는 [했어요/있었어요].
204_1,1,tocar,fut,Mañana nosotros *tocaremos*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 우리는 [할 거예요].
204_2,2,tocar,fut,Mañana nosotros ___.,tocaremos,,,내일 우리는 [할 거예요].
204_3,3,tocar,fut,Mañana nosotros ___.,tocaremos,,tocamos|tocarán|tocaremos|tocaré,내일 우리는 [할 거예요].
205_1,1,llevar,pres,Ahora nosotros *llevamos*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 우리는 [해요/있어요].
205_2,2,llevar,pres,Ahora nosotros ___.,llevamos,,,지금 우리는 [해요/있어요].
205_3,3,llevar,pres,Ahora nosotros ___.,llevamos,,llevo|lleváramos|lleva|llevamos,지금 우리는 [해요/있어요].
206_1,1,llevar,indef,Ayer tú *llevaste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
206_2,2,llevar,indef,Ayer tú ___.,llevaste,,,어제 너는 [했어요/있었어요].
206_3,3,llevar,indef,Ayer tú ___.,llevaste,,llevaron|llevaste|has llevado|llevamos,어제 너는 [했어요/있었어요].
207_1,1,llevar,fut,Mañana nosotros *llevaremos*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 우리는 [할 거예요].
207_2,2,llevar,fut,Mañana nosotros ___.,llevaremos,,,내일 우리는 [할 거예요].
207_3,3,llevar,fut,Mañana nosotros ___.,llevaremos,,llevamos|llevarán|llevaremos|llevaré,내일 우리는 [할 거예요].
208_1,1,parecer,pres,Ahora ellos *parecen*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
208_2,2,parecer,pres,Ahora ellos ___.,parecen,,,지금 그들은 [해요/있어요].
208_3,3,parecer,pres,Ahora ellos ___.,parecen,,parezco|parecen|parecieran|parezco,지금 그들은 [해요/있어요].
209_1,1,parecer,indef,Ayer nosotros *parecimos*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 [했어요/있었어요].
209_2,2,parecer,indef,Ayer nosotros ___.,parecimos,,,어제 우리는 [했어요/있었어요].
209_3,3,parecer,indef,Ayer nosotros ___.,parecimos,,parecimos|parecieron|parecieron|hemos parecido,어제 우리는 [했어요/있었어요].
210_1,1,parecer,fut,Mañana tú *parecerás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
210_2,2,parecer,fut,Mañana tú ___.,parecerás,,,내일 너는 [할 거예요].
210_3,3,parecer,fut,Mañana tú ___.,parecerás,,parecerá|parecerás|parecerá|has parecido,내일 너는 [할 거예요].
211_1,1,gustar,pres,Ahora nosotros *gustamos*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 우리는 [해요/있어요].
211_2,2,gustar,pres,Ahora nosotros ___.,gustamos,,,지금 우리는 [해요/있어요].
211_3,3,gustar,pres,Ahora nosotros ___.,gustamos,,gustan|gustamos|hemos gustado|gustas,지금 우리는 [해요/있어요].
212_1,1,gustar,indef,Ayer yo *gusté*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 나는 [했어요/있었어요].
212_2,2,gustar,indef,Ayer yo ___.,gusté,,,어제 나는 [했어요/있었어요].
212_3,3,gustar,indef,Ayer yo ___.,gusté,,guste|gustaste|gusté|gustamos,어제 나는 [했어요/있었어요].
213_1,1,gustar,fut,Mañana ellos *gustarán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
213_2,2,gustar,fut,Mañana ellos ___.,gustarán,,,내일 그들은 [할 거예요].
213_3,3,gustar,fut,Mañana ellos ___.,gustarán,,gustan|gustarán|gustarás|gustarás,내일 그들은 [할 거예요].
214_1,1,creer,pres,Ahora tú *crees*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
214_2,2,creer,pres,Ahora tú ___.,crees,,,지금 너는 [해요/있어요].
214_3,3,creer,pres,Ahora tú ___.,crees,,creas|crees|creemos|creen,지금 너는 [해요/있어요].
215_1,1,creer,indef,Ayer nosotros *creímos*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 [했어요/있었어요].
215_2,2,creer,indef,Ayer nosotros ___.,creímos,,,어제 우리는 [했어요/있었어요].
215_3,3,creer,indef,Ayer nosotros ___.,creímos,,creiste|creeremos|creyó|creímos,어제 우리는 [했어요/있었어요].
216_1,1,creer,fut,Mañana ellos *creerán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
216_2,2,creer,fut,Mañana ellos ___.,creerán,,,내일 그들은 [할 거예요].
216_3,3,creer,fut,Mañana ellos ___.,creerán,,creeremos|creeré|creyeron|creerán,내일 그들은 [할 거예요].
217_1,1,caer,pres,Ahora yo *caigo*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 나는 [해요/있어요].
217_2,2,caer,pres,Ahora yo ___.,caigo,,,지금 나는 [해요/있어요].
217_3,3,caer,pres,Ahora yo ___.,caigo,,caigo|caí|cae|caemos,지금 나는 [해요/있어요].
218_1,1,caer,indef,Ayer él *cayó*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
218_2,2,caer,indef,Ayer él ___.,cayó,,,어제 그는 [했어요/있었어요].
218_3,3,caer,indef,Ayer él ___.,cayó,,ha caído|cayó|caí|caiste,어제 그는 [했어요/있었어요].
219_1,1,caer,fut,Mañana ellos *caerán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
219_2,2,caer,fut,Mañana ellos ___.,caerán,,,내일 그들은 [할 거예요].
219_3,3,caer,fut,Mañana ellos ___.,caerán,,cayeran|caerá|caerán|caerás,내일 그들은 [할 거예요].
220_1,1,oír,pres,Ahora yo *oyo*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 나는 [해요/있어요].
220_2,2,oír,pres,Ahora yo ___.,oyo,,,지금 나는 [해요/있어요].
220_3,3,oír,pres,Ahora yo ___.,oyo,,oyo|oyen|oyes|he oído,지금 나는 [해요/있어요].
221_1,1,oír,indef,Ayer él *oyó*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
221_2,2,oír,indef,Ayer él ___.,oyó,,,어제 그는 [했어요/있었어요].
221_3,3,oír,indef,Ayer él ___.,oyó,,oyó|ha oído|oí|oyeron,어제 그는 [했어요/있었어요].
222_1,1,oír,fut,Mañana tú *oirás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
222_2,2,oír,fut,Mañana tú ___.,oirás,,,내일 너는 [할 거예요].
222_3,3,oír,fut,Mañana tú ___.,oirás,,oiremos|oyeras|oirás|oirá,내일 너는 [할 거예요].
223_1,1,traer,pres,Ahora tú *traes*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
223_2,2,traer,pres,Ahora tú ___.,traes,,,지금 너는 [해요/있어요].
223_3,3,traer,pres,Ahora tú ___.,traes,,traerás|traes|trae|trae,지금 너는 [해요/있어요].
224_1,1,traer,indef,Ayer yo *traje*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 나는 [했어요/있었어요].
224_2,2,traer,indef,Ayer yo ___.,traje,,,어제 나는 [했어요/있었어요].
224_3,3,traer,indef,Ayer yo ___.,traje,,trajo|traje|trajiste|he traído,어제 나는 [했어요/있었어요].
225_1,1,traer,fut,Mañana él *traerá*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그는 [할 거예요].
225_2,2,traer,fut,Mañana él ___.,traerá,,,내일 그는 [할 거예요].
225_3,3,traer,fut,Mañana él ___.,traerá,,traía|traerá|traeré|traerás,내일 그는 [할 거예요].
226_1,1,conocer,pres,Ahora tú *conoces*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
226_2,2,conocer,pres,Ahora tú ___.,conoces,,,지금 너는 [해요/있어요].
226_3,3,conocer,pres,Ahora tú ___.,conoces,,conoce|has conocido|conoces|conozco,지금 너는 [해요/있어요].
227_1,1,conocer,indef,Ayer tú *conociste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
227_2,2,conocer,indef,Ayer tú ___.,conociste,,,어제 너는 [했어요/있었어요].
227_3,3,conocer,indef,Ayer tú ___.,conociste,,conoció|conociste|conozcas|conocí,어제 너는 [했어요/있었어요].
228_1,1,conocer,fut,Mañana él *conocerá*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그는 [할 거예요].
228_2,2,conocer,fut,Mañana él ___.,conocerá,,,내일 그는 [할 거예요].
228_3,3,conocer,fut,Mañana él ___.,conocerá,,conoceremos|conoció|conocerás|conocerá,내일 그는 [할 거예요].
